IBGE,UF,Município,Tipologia IBGE
412650,PR,SERTANÓPOLIS,Urbano
412660,PR,SIQUEIRA CAMPOS,Intermediário Adjacente
412665,PR,SULINA,Rural Adjacente
412667,PR,TAMARANA,Rural Adjacente
412670,PR,TAMBOARA,Rural Adjacente
412680,PR,TAPEJARA,Urbano
412690,PR,TAPIRA,Rural Adjacente
412700,PR,TEIXEIRA SOARES,Rural Adjacente
412710,PR,TELÊMACO BORBA,Urbano
412720,PR,TERRA BOA,Urbano
412730,PR,TERRA RICA,Intermediário Adjacente
412740,PR,TERRA ROXA,Intermediário Adjacente
412750,PR,TIBAGI,Rural Adjacente
412760,PR,TIJUCAS DO SUL,Rural Adjacente
412770,PR,TOLEDO,Urbano
412780,PR,TOMAZINA,Rural Adjacente
412785,PR,TRÊS BARRAS DO PARANÁ,Rural Adjacente
412788,PR,TUNAS DO PARANÁ,Rural Adjacente
412790,PR,TUNEIRAS DO OESTE,Rural Adjacente
412795,PR,TUPÃSSI,Rural Adjacente
412796,PR,TURVO,Rural Adjacente
412800,PR,UBIRATÃ,Urbano
412810,PR,UMUARAMA,Urbano
412820,PR,UNIÃO DA VITÓRIA,Urbano
412830,PR,UNIFLOR,Rural Adjacente
412840,PR,URAÍ,Rural Adjacente
412850,PR,WENCESLAU BRAZ,Urbano
412853,PR,VENTANIA,Rural Adjacente
412855,PR,VERA CRUZ DO OESTE,Rural Adjacente
412860,PR,VERÊ,Rural Adjacente
412862,PR,ALTO PARAÍSO,Rural Adjacente
412863,PR,DOUTOR ULYSSES,Rural Adjacente
412865,PR,VIRMOND,Rural Adjacente
412870,PR,VITORINO,Rural Adjacente
412880,PR,XAMBRÊ,Rural Adjacente
420005,SC,ABDON BATISTA,Rural Adjacente
420010,SC,ABELARDO LUZ,Rural Adjacente
420030,SC,AGRONÔMICA,Urbano
420040,SC,ÁGUA DOCE,Rural Adjacente
420050,SC,ÁGUAS DE CHAPECÓ,Rural Adjacente
420055,SC,ÁGUAS FRIAS,Rural Adjacente
420060,SC,ÁGUAS MORNAS,Urbano
420070,SC,ALFREDO WAGNER,Rural Adjacente
420075,SC,ALTO BELA VISTA,Rural Adjacente
420080,SC,ANCHIETA,Rural Adjacente
420090,SC,ANGELINA,Rural Adjacente
420100,SC,ANITA GARIBALDI,Rural Adjacente
420110,SC,ANITÁPOLIS,Rural Adjacente
420120,SC,ANTÔNIO CARLOS,Urbano
420125,SC,APIÚNA,Rural Adjacente
420127,SC,ARABUTÃ,Rural Adjacente
420130,SC,ARAQUARI,Urbano
420140,SC,ARARANGUÁ,Urbano
420150,SC,ARMAZÉM,Rural Adjacente
420160,SC,ARROIO TRINTA,Rural Adjacente
420165,SC,ARVOREDO,Rural Adjacente
420170,SC,ASCURRA,Rural Adjacente
420180,SC,ATALANTA,Rural Adjacente
420190,SC,AURORA,Rural Adjacente
420195,SC,BALNEÁRIO ARROIO DO SILVA,Rural Adjacente
420200,SC,BALNEÁRIO CAMBORIÚ,Urbano
420205,SC,BALNEÁRIO BARRA DO SUL,Rural Adjacente
420207,SC,BALNEÁRIO GAIVOTA,Intermediário Adjacente
420208,SC,BANDEIRANTE,Rural Adjacente
420209,SC,BARRA BONITA,Rural Adjacente
420210,SC,BARRA VELHA,Urbano
420213,SC,BELA VISTA DO TOLDO,Rural Adjacente
420215,SC,BELMONTE,Rural Adjacente
420220,SC,BENEDITO NOVO,Rural Adjacente
420230,SC,BIGUAÇU,Urbano
420240,SC,BLUMENAU,Urbano
420243,SC,BOCAINA DO SUL,Rural Adjacente
420245,SC,BOMBINHAS,Urbano
420250,SC,BOM JARDIM DA SERRA,Rural Adjacente
420253,SC,BOM JESUS,Rural Adjacente
420257,SC,BOM JESUS DO OESTE,Rural Adjacente
420260,SC,BOM RETIRO,Rural Adjacente
420270,SC,BOTUVERÁ,Urbano
420280,SC,BRAÇO DO NORTE,Urbano
420285,SC,BRAÇO DO TROMBUDO,Rural Adjacente
420287,SC,BRUNÓPOLIS,Rural Adjacente
420300,SC,CAÇADOR,Urbano
420310,SC,CAIBI,Rural Adjacente
420315,SC,CALMON,Rural Adjacente
420320,SC,CAMBORIÚ,Urbano
420325,SC,CAPÃO ALTO,Rural Adjacente
420330,SC,CAMPO ALEGRE,Rural Adjacente
420340,SC,CAMPO BELO DO SUL,Rural Adjacente
420350,SC,CAMPO ERÊ,Rural Adjacente
420360,SC,CAMPOS NOVOS,Urbano
420370,SC,CANELINHA,Rural Adjacente
420380,SC,CANOINHAS,Urbano
420390,SC,CAPINZAL,Intermediário Adjacente
420395,SC,CAPIVARI DE BAIXO,Urbano
420400,SC,CATANDUVAS,Rural Adjacente
420410,SC,CAXAMBU DO SUL,Rural Adjacente
420415,SC,CELSO RAMOS,Rural Adjacente
420417,SC,CERRO NEGRO,Rural Adjacente
420419,SC,CHAPADÃO DO LAGEADO,Rural Adjacente
420420,SC,CHAPECÓ,Urbano
420425,SC,COCAL DO SUL,Urbano
420430,SC,CONCÓRDIA,Urbano
420435,SC,CORDILHEIRA ALTA,Urbano
420440,SC,CORONEL FREITAS,Rural Adjacente
420445,SC,CORONEL MARTINS,Rural Adjacente
420450,SC,CORUPÁ,Urbano
420455,SC,CORREIA PINTO,Urbano
420460,SC,CRICIÚMA,Urbano
420470,SC,CUNHA PORÃ,Rural Adjacente
420475,SC,CUNHATAÍ,Rural Adjacente
420480,SC,CURITIBANOS,Urbano
420490,SC,DESCANSO,Rural Adjacente
420500,SC,DIONÍSIO CERQUEIRA,Intermediário Adjacente
420510,SC,DONA EMMA,Rural Adjacente
420515,SC,DOUTOR PEDRINHO,Rural Adjacente
420517,SC,ENTRE RIOS,Rural Adjacente
420519,SC,ERMO,Rural Adjacente
420520,SC,ERVAL VELHO,Rural Adjacente
420530,SC,FAXINAL DOS GUEDES,Rural Adjacente
420535,SC,FLOR DO SERTÃO,Rural Adjacente
420540,SC,FLORIANÓPOLIS,Urbano
420543,SC,FORMOSA DO SUL,Rural Adjacente
420545,SC,FORQUILHINHA,Urbano
420550,SC,FRAIBURGO,Intermediário Adjacente
420555,SC,FREI ROGÉRIO,Rural Adjacente
420570,SC,GAROPABA,Urbano
420580,SC,GARUVA,Rural Adjacente
420590,SC,GASPAR,Urbano
420600,SC,GOVERNADOR CELSO RAMOS,Urbano
420610,SC,GRÃO PARÁ,Rural Adjacente
420620,SC,GRAVATAL,Urbano
420630,SC,GUABIRUBA,Urbano
420640,SC,GUARACIABA,Rural Adjacente
420650,SC,GUARAMIRIM,Urbano
420660,SC,GUARUJÁ DO SUL,Rural Adjacente
420665,SC,GUATAMBÚ,Urbano
420670,SC,HERVAL D'OESTE,Urbano
420675,SC,IBIAM,Rural Adjacente
420680,SC,IBICARÉ,Rural Adjacente
420690,SC,IBIRAMA,Rural Adjacente
420700,SC,IÇARA,Urbano
420710,SC,ILHOTA,Urbano
420720,SC,IMARUÍ,Rural Adjacente
420730,SC,IMBITUBA,Urbano
420740,SC,IMBUIA,Rural Adjacente
420750,SC,INDAIAL,Urbano
420757,SC,IOMERÊ,Rural Adjacente
420760,SC,IPIRA,Rural Adjacente
420765,SC,IPORÃ DO OESTE,Rural Adjacente
420768,SC,IPUAÇU,Rural Adjacente
420770,SC,IPUMIRIM,Rural Adjacente
420775,SC,IRACEMINHA,Rural Adjacente
420780,SC,IRANI,Rural Adjacente
420785,SC,IRATI,Rural Adjacente
420790,SC,IRINEÓPOLIS,Rural Adjacente
420800,SC,ITÁ,Rural Adjacente
420810,SC,ITAIÓPOLIS,Rural Adjacente
420820,SC,ITAJAÍ,Urbano
420830,SC,ITAPEMA,Urbano
420840,SC,ITAPIRANGA,Rural Adjacente
420845,SC,ITAPOÁ,Rural Adjacente
420850,SC,ITUPORANGA,Rural Adjacente
420860,SC,JABORÁ,Rural Adjacente
420870,SC,JACINTO MACHADO,Rural Adjacente
420880,SC,JAGUARUNA,Rural Adjacente
420890,SC,JARAGUÁ DO SUL,Urbano
420895,SC,JARDINÓPOLIS,Rural Adjacente
420900,SC,JOAÇABA,Urbano
420910,SC,JOINVILLE,Urbano
420917,SC,JUPIÁ,Rural Adjacente
420920,SC,LACERDÓPOLIS,Rural Adjacente
420930,SC,LAGES,Urbano
420940,SC,LAGUNA,Urbano
420945,SC,LAJEADO GRANDE,Rural Adjacente
420950,SC,LAURENTINO,Rural Adjacente
420960,SC,LAURO MULLER,Rural Adjacente
420970,SC,LEBON RÉGIS,Rural Adjacente
420980,SC,LEOBERTO LEAL,Rural Adjacente
420985,SC,LINDÓIA DO SUL,Rural Adjacente
420990,SC,LONTRAS,Urbano
421000,SC,LUIZ ALVES,Rural Adjacente
421003,SC,LUZERNA,Urbano
421005,SC,MACIEIRA,Rural Adjacente
421010,SC,MAFRA,Urbano
421020,SC,MAJOR GERCINO,Rural Adjacente
421030,SC,MAJOR VIEIRA,Rural Adjacente
421040,SC,MARACAJÁ,Rural Adjacente
421050,SC,MARAVILHA,Urbano
421055,SC,MAREMA,Rural Adjacente
421060,SC,MASSARANDUBA,Rural Adjacente
421070,SC,MATOS COSTA,Rural Adjacente
421080,SC,MELEIRO,Rural Adjacente
421085,SC,MIRIM DOCE,Rural Adjacente
421090,SC,MODELO,Rural Adjacente
421100,SC,MONDAÍ,Rural Adjacente
421105,SC,MONTE CARLO,Intermediário Adjacente
421110,SC,MONTE CASTELO,Rural Adjacente
421120,SC,MORRO DA FUMAÇA,Urbano
421125,SC,MORRO GRANDE,Urbano
421130,SC,NAVEGANTES,Urbano
421140,SC,NOVA ERECHIM,Rural Adjacente
421145,SC,NOVA ITABERABA,Rural Adjacente
421150,SC,NOVA TRENTO,Rural Adjacente
421160,SC,NOVA VENEZA,Urbano
421165,SC,NOVO HORIZONTE,Rural Adjacente
421170,SC,ORLEANS,Intermediário Adjacente
421175,SC,OTACÍLIO COSTA,Urbano
421180,SC,OURO,Intermediário Adjacente
421185,SC,OURO VERDE,Rural Adjacente
421187,SC,PAIAL,Rural Adjacente
421189,SC,PAINEL,Rural Adjacente
421190,SC,PALHOÇA,Urbano
421200,SC,PALMA SOLA,Rural Adjacente
421210,SC,PALMITOS,Rural Adjacente
421220,SC,PAPANDUVA,Rural Adjacente
421223,SC,PARAÍSO,Rural Adjacente
421225,SC,PASSO DE TORRES,Urbano
421227,SC,PASSOS MAIA,Rural Adjacente
421230,SC,PAULO LOPES,Urbano
421240,SC,PEDRAS GRANDES,Rural Adjacente
421250,SC,PENHA,Urbano
421260,SC,PERITIBA,Rural Adjacente
421320,SC,POMERODE,Intermediário Adjacente
421270,SC,PETROLÂNDIA,Rural Adjacente
421280,SC,BALNEÁRIO PIÇARRAS,Urbano
421290,SC,PINHALZINHO,Urbano
421300,SC,PINHEIRO PRETO,Rural Adjacente
421310,SC,PIRATUBA,Rural Adjacente
421315,SC,PLANALTO ALEGRE,Rural Adjacente
421540,SC,SALTO VELOSO,Intermediário Adjacente
421330,SC,PONTE ALTA,Rural Adjacente
421335,SC,PONTE ALTA DO NORTE,Rural Adjacente
421340,SC,PONTE SERRADA,Rural Adjacente
421350,SC,PORTO BELO,Urbano
421360,SC,PORTO UNIÃO,Urbano
421370,SC,POUSO REDONDO,Rural Adjacente
421380,SC,PRAIA GRANDE,Rural Adjacente
421390,SC,PRESIDENTE CASTELLO BRANCO,Rural Adjacente
421400,SC,PRESIDENTE GETÚLIO,Rural Adjacente
421410,SC,PRESIDENTE NEREU,Rural Adjacente
421415,SC,PRINCESA,Rural Adjacente
421420,SC,QUILOMBO,Rural Adjacente
421430,SC,RANCHO QUEIMADO,Rural Adjacente
421440,SC,RIO DAS ANTAS,Rural Adjacente
421450,SC,RIO DO CAMPO,Rural Adjacente
421460,SC,RIO DO OESTE,Rural Adjacente
421470,SC,RIO DOS CEDROS,Rural Adjacente
421480,SC,RIO DO SUL,Urbano
421490,SC,RIO FORTUNA,Rural Adjacente
421500,SC,RIO NEGRINHO,Urbano
421505,SC,RIO RUFINO,Rural Adjacente
421507,SC,RIQUEZA,Rural Adjacente
421510,SC,RODEIO,Rural Adjacente
421520,SC,ROMELÂNDIA,Rural Adjacente
421530,SC,SALETE,Rural Adjacente
421535,SC,SALTINHO,Rural Adjacente
421605,SC,SÃO CRISTOVÃO DO SUL,Intermediário Adjacente
421550,SC,SANTA CECÍLIA,Urbano
421555,SC,SANTA HELENA,Rural Adjacente
421560,SC,SANTA ROSA DE LIMA,Rural Adjacente
421565,SC,SANTA ROSA DO SUL,Rural Adjacente
421567,SC,SANTA TEREZINHA,Rural Adjacente
421568,SC,SANTA TEREZINHA DO PROGRESSO,Rural Adjacente
421569,SC,SANTIAGO DO SUL,Rural Adjacente
421570,SC,SANTO AMARO DA IMPERATRIZ,Urbano
421575,SC,SÃO BERNARDINO,Rural Adjacente
421580,SC,SÃO BENTO DO SUL,Urbano
421590,SC,SÃO BONIFÁCIO,Rural Adjacente
421600,SC,SÃO CARLOS,Rural Adjacente
421650,SC,SÃO JOAQUIM,Intermediário Adjacente
421610,SC,SÃO DOMINGOS,Rural Adjacente
421620,SC,SÃO FRANCISCO DO SUL,Urbano
421625,SC,SÃO JOÃO DO OESTE,Rural Adjacente
421630,SC,SÃO JOÃO BATISTA,Urbano
421635,SC,SÃO JOÃO DO ITAPERIÚ,Rural Adjacente
421640,SC,SÃO JOÃO DO SUL,Rural Adjacente
421690,SC,SÃO LOURENÇO DO OESTE,Intermediário Adjacente
421660,SC,SÃO JOSÉ,Urbano
421670,SC,SÃO JOSÉ DO CEDRO,Rural Adjacente
421680,SC,SÃO JOSÉ DO CERRITO,Rural Adjacente
421700,SC,SÃO LUDGERO,Intermediário Adjacente
421750,SC,SEARA,Intermediário Adjacente
421710,SC,SÃO MARTINHO,Rural Adjacente
421715,SC,SÃO MIGUEL DA BOA VISTA,Rural Adjacente
421720,SC,SÃO MIGUEL DO OESTE,Urbano
421725,SC,SÃO PEDRO DE ALCÂNTARA,Urbano
421730,SC,SAUDADES,Rural Adjacente
421740,SC,SCHROEDER,Urbano
421770,SC,SOMBRIO,Intermediário Adjacente
421755,SC,SERRA ALTA,Rural Adjacente
421760,SC,SIDERÓPOLIS,Urbano
421830,SC,TRÊS BARRAS,Intermediário Adjacente
421775,SC,SUL BRASIL,Rural Adjacente
421780,SC,TAIÓ,Rural Adjacente
421790,SC,TANGARÁ,Rural Adjacente
421795,SC,TIGRINHOS,Rural Adjacente
421800,SC,TIJUCAS,Urbano
421810,SC,TIMBÉ DO SUL,Rural Adjacente
421820,SC,TIMBÓ,Urbano
421825,SC,TIMBÓ GRANDE,Rural Adjacente
421985,SC,ZORTÉA,Intermediário Adjacente
421840,SC,TREZE DE MAIO,Rural Adjacente
421850,SC,TREZE TÍLIAS,Rural Adjacente
421860,SC,TROMBUDO CENTRAL,Rural Adjacente
421870,SC,TUBARÃO,Urbano
421875,SC,TUNÁPOLIS,Rural Adjacente
421880,SC,TURVO,Rural Adjacente
421885,SC,UNIÃO DO OESTE,Rural Adjacente
421890,SC,URUBICI,Rural Adjacente
421895,SC,URUPEMA,Rural Adjacente
421900,SC,URUSSANGA,Urbano
421910,SC,VARGEÃO,Rural Adjacente
421915,SC,VARGEM,Rural Adjacente
421917,SC,VARGEM BONITA,Rural Adjacente
421920,SC,VIDAL RAMOS,Rural Adjacente
421930,SC,VIDEIRA,Urbano
421935,SC,VITOR MEIRELES,Rural Adjacente
421940,SC,WITMARSUM,Rural Adjacente
421950,SC,XANXERÊ,Urbano
421960,SC,XAVANTINA,Rural Adjacente
421970,SC,XAXIM,Urbano
430163,RS,BALNEÁRIO PINHAL,Intermediário Adjacente
422000,SC,BALNEÁRIO RINCÃO,Urbano
430003,RS,ACEGUÁ,Urbano
430005,RS,ÁGUA SANTA,Rural Adjacente
430010,RS,AGUDO,Rural Adjacente
430020,RS,AJURICABA,Rural Adjacente
430030,RS,ALECRIM,Rural Adjacente
430040,RS,ALEGRETE,Urbano
430045,RS,ALEGRIA,Rural Adjacente
430047,RS,ALMIRANTE TAMANDARÉ DO SUL,Rural Adjacente
430050,RS,ALPESTRE,Rural Adjacente
430055,RS,ALTO ALEGRE,Rural Adjacente
430057,RS,ALTO FELIZ,Rural Adjacente
430060,RS,ALVORADA,Urbano
430063,RS,AMARAL FERRADOR,Rural Adjacente
430064,RS,AMETISTA DO SUL,Rural Adjacente
430066,RS,ANDRÉ DA ROCHA,Rural Adjacente
430070,RS,ANTA GORDA,Rural Adjacente
430080,RS,ANTÔNIO PRADO,Rural Adjacente
430085,RS,ARAMBARÉ,Rural Adjacente
430087,RS,ARARICÁ,Urbano
430090,RS,ARATIBA,Rural Adjacente
430100,RS,ARROIO DO MEIO,Urbano
430105,RS,ARROIO DO SAL,Rural Adjacente
430110,RS,ARROIO DOS RATOS,Urbano
430120,RS,ARROIO DO TIGRE,Rural Adjacente
430130,RS,ARROIO GRANDE,Urbano
430140,RS,ARVOREZINHA,Rural Adjacente
430150,RS,AUGUSTO PESTANA,Rural Adjacente
430155,RS,ÁUREA,Rural Adjacente
430160,RS,BAGÉ,Urbano
430280,RS,CAÇAPAVA DO SUL,Intermediário Adjacente
430165,RS,BARÃO,Rural Adjacente
430170,RS,BARÃO DE COTEGIPE,Rural Adjacente
430175,RS,BARÃO DO TRIUNFO,Rural Adjacente
430180,RS,BARRACÃO,Rural Adjacente
430185,RS,BARRA DO GUARITA,Rural Adjacente
430187,RS,BARRA DO QUARAÍ,Rural Adjacente
430190,RS,BARRA DO RIBEIRO,Rural Adjacente
430192,RS,BARRA DO RIO AZUL,Rural Adjacente
430195,RS,BARRA FUNDA,Rural Adjacente
430200,RS,BARROS CASSAL,Rural Adjacente
430205,RS,BENJAMIN CONSTANT DO SUL,Rural Adjacente
430210,RS,BENTO GONÇALVES,Urbano
430215,RS,BOA VISTA DAS MISSÕES,Rural Adjacente
430220,RS,BOA VISTA DO BURICÁ,Rural Adjacente
430222,RS,BOA VISTA DO CADEADO,Rural Adjacente
430223,RS,BOA VISTA DO INCRA,Rural Adjacente
430225,RS,BOA VISTA DO SUL,Rural Adjacente
430230,RS,BOM JESUS,Rural Adjacente
430235,RS,BOM PRINCÍPIO,Rural Adjacente
430237,RS,BOM PROGRESSO,Rural Adjacente
430240,RS,BOM RETIRO DO SUL,Urbano
430245,RS,BOQUEIRÃO DO LEÃO,Rural Adjacente
430250,RS,BOSSOROCA,Rural Adjacente
430258,RS,BOZANO,Rural Adjacente
430260,RS,BRAGA,Rural Adjacente
430265,RS,BROCHIER,Rural Adjacente
430270,RS,BUTIÁ,Urbano
430520,RS,CERRO LARGO,Intermediário Adjacente
430290,RS,CACEQUI,Rural Adjacente
430300,RS,CACHOEIRA DO SUL,Urbano
430310,RS,CACHOEIRINHA,Urbano
430320,RS,CACIQUE DOBLE,Rural Adjacente
430330,RS,CAIBATÉ,Rural Adjacente
430340,RS,CAIÇARA,Rural Adjacente
430350,RS,CAMAQUÃ,Urbano
430355,RS,CAMARGO,Rural Adjacente
430367,RS,CAMPESTRE DA SERRA,Rural Adjacente
430370,RS,CAMPINA DAS MISSÕES,Rural Adjacente
430380,RS,CAMPINAS DO SUL,Rural Adjacente
430390,RS,CAMPO BOM,Urbano
430400,RS,CAMPO NOVO,Rural Adjacente
430410,RS,CAMPOS BORGES,Rural Adjacente
430420,RS,CANDELÁRIA,Rural Adjacente
430430,RS,CÂNDIDO GODÓI,Rural Adjacente
430435,RS,CANDIOTA,Urbano
430440,RS,CANELA,Urbano
430450,RS,CANGUÇU,Rural Adjacente
430460,RS,CANOAS,Urbano
430461,RS,CANUDOS DO VALE,Rural Adjacente
430462,RS,CAPÃO BONITO DO SUL,Rural Adjacente
430463,RS,CAPÃO DA CANOA,Urbano
430465,RS,CAPÃO DO CIPÓ,Rural Adjacente
430466,RS,CAPÃO DO LEÃO,Urbano
430467,RS,CAPIVARI DO SUL,Rural Adjacente
430468,RS,CAPELA DE SANTANA,Urbano
430469,RS,CAPITÃO,Rural Adjacente
430470,RS,CARAZINHO,Urbano
430471,RS,CARAÁ,Rural Adjacente
430480,RS,CARLOS BARBOSA,Urbano
430485,RS,CARLOS GOMES,Rural Adjacente
430490,RS,CASCA,Rural Adjacente
430495,RS,CASEIROS,Rural Adjacente
430500,RS,CATUÍPE,Rural Adjacente
430510,RS,CAXIAS DO SUL,Urbano
430511,RS,CENTENÁRIO,Rural Adjacente
430512,RS,CERRITO,Rural Adjacente
430513,RS,CERRO BRANCO,Rural Adjacente
430515,RS,CERRO GRANDE,Rural Adjacente
430517,RS,CERRO GRANDE DO SUL,Rural Adjacente
430545,RS,CIDREIRA,Intermediário Adjacente
430530,RS,CHAPADA,Rural Adjacente
430535,RS,CHARQUEADAS,Urbano
430537,RS,CHARRUA,Rural Adjacente
430540,RS,CHIAPETTA,Rural Adjacente
430543,RS,CHUÍ,Intermediário Remoto
430544,RS,CHUVISCA,Rural Adjacente
430690,RS,ENCRUZILHADA DO SUL,Intermediário Adjacente
430550,RS,CIRÍACO,Rural Adjacente
430558,RS,COLINAS,Rural Adjacente
430560,RS,COLORADO,Rural Adjacente
430580,RS,CONSTANTINA,Rural Adjacente
430583,RS,COQUEIRO BAIXO,Rural Adjacente
430585,RS,COQUEIROS DO SUL,Rural Adjacente
430587,RS,CORONEL BARROS,Rural Adjacente
430590,RS,CORONEL BICACO,Rural Adjacente
430593,RS,CORONEL PILAR,Rural Adjacente
430595,RS,COTIPORÃ,Rural Adjacente
430597,RS,COXILHA,Rural Adjacente
430600,RS,CRISSIUMAL,Rural Adjacente
430605,RS,CRISTAL,Rural Adjacente
430607,RS,CRISTAL DO SUL,Rural Adjacente
430610,RS,CRUZ ALTA,Urbano
430613,RS,CRUZALTENSE,Rural Adjacente
430620,RS,CRUZEIRO DO SUL,Urbano
430630,RS,DAVID CANABARRO,Rural Adjacente
430632,RS,DERRUBADAS,Rural Adjacente
430635,RS,DEZESSEIS DE NOVEMBRO,Rural Adjacente
430637,RS,DILERMANDO DE AGUIAR,Rural Adjacente
430640,RS,DOIS IRMÃOS,Urbano
430642,RS,DOIS IRMÃOS DAS MISSÕES,Rural Adjacente
430645,RS,DOIS LAJEADOS,Rural Adjacente
430650,RS,DOM FELICIANO,Rural Adjacente
430655,RS,DOM PEDRO DE ALCÂNTARA,Rural Adjacente
430660,RS,DOM PEDRITO,Urbano
430670,RS,DONA FRANCISCA,Rural Adjacente
430673,RS,DOUTOR MAURÍCIO CARDOSO,Rural Adjacente
430675,RS,DOUTOR RICARDO,Rural Adjacente
430676,RS,ELDORADO DO SUL,Urbano
430680,RS,ENCANTADO,Urbano
430750,RS,ESPUMOSO,Intermediário Adjacente
430692,RS,ENGENHO VELHO,Rural Adjacente
430693,RS,ENTRE-IJUÍS,Urbano
430695,RS,ENTRE RIOS DO SUL,Rural Adjacente
430697,RS,EREBANGO,Rural Adjacente
430700,RS,ERECHIM,Urbano
430705,RS,ERNESTINA,Rural Adjacente
430710,RS,HERVAL,Rural Adjacente
430720,RS,ERVAL GRANDE,Rural Adjacente
430730,RS,ERVAL SECO,Rural Adjacente
430740,RS,ESMERALDA,Rural Adjacente
430745,RS,ESPERANÇA DO SUL,Rural Adjacente
430820,RS,FLORES DA CUNHA,Intermediário Adjacente
430755,RS,ESTAÇÃO,Urbano
430760,RS,ESTÂNCIA VELHA,Urbano
430780,RS,ESTRELA,Urbano
430781,RS,ESTRELA VELHA,Rural Adjacente
430783,RS,EUGÊNIO DE CASTRO,Rural Adjacente
430786,RS,FAGUNDES VARELA,Rural Adjacente
430790,RS,FARROUPILHA,Urbano
430800,RS,FAXINAL DO SOTURNO,Rural Adjacente
430805,RS,FAXINALZINHO,Rural Adjacente
430807,RS,FAZENDA VILANOVA,Urbano
430810,RS,FELIZ,Rural Adjacente
430900,RS,GIRUÁ,Intermediário Adjacente
430825,RS,FLORIANO PEIXOTO,Rural Adjacente
430830,RS,FONTOURA XAVIER,Rural Adjacente
430840,RS,FORMIGUEIRO,Rural Adjacente
430843,RS,FORQUETINHA,Urbano
430845,RS,FORTALEZA DOS VALOS,Rural Adjacente
430850,RS,FREDERICO WESTPHALEN,Urbano
430860,RS,GARIBALDI,Urbano
430865,RS,GARRUCHOS,Rural Remoto
430870,RS,GAURAMA,Rural Adjacente
430880,RS,GENERAL CÂMARA,Rural Adjacente
430885,RS,GENTIL,Rural Adjacente
430890,RS,GETÚLIO VARGAS,Urbano
431000,RS,IBIRUBÁ,Intermediário Adjacente
430905,RS,GLORINHA,Urbano
430910,RS,GRAMADO,Urbano
430912,RS,GRAMADO DOS LOUREIROS,Rural Adjacente
430915,RS,GRAMADO XAVIER,Rural Adjacente
430920,RS,GRAVATAÍ,Urbano
430925,RS,GUABIJU,Rural Adjacente
430930,RS,GUAÍBA,Urbano
430940,RS,GUAPORÉ,Urbano
430950,RS,GUARANI DAS MISSÕES,Rural Adjacente
430955,RS,HARMONIA,Rural Adjacente
430957,RS,HERVEIRAS,Rural Adjacente
430960,RS,HORIZONTINA,Urbano
430965,RS,HULHA NEGRA,Urbano
430970,RS,HUMAITÁ,Rural Adjacente
430975,RS,IBARAMA,Rural Adjacente
430980,RS,IBIAÇÁ,Rural Adjacente
430990,RS,IBIRAIARAS,Rural Adjacente
430995,RS,IBIRAPUITÃ,Rural Adjacente
431150,RS,LAVRAS DO SUL,Intermediário Adjacente
431010,RS,IGREJINHA,Urbano
431020,RS,IJUÍ,Urbano
431033,RS,IMBÉ,Urbano
431036,RS,IMIGRANTE,Rural Adjacente
431040,RS,INDEPENDÊNCIA,Rural Adjacente
431041,RS,INHACORÁ,Rural Adjacente
431043,RS,IPÊ,Rural Adjacente
431046,RS,IPIRANGA DO SUL,Rural Adjacente
431050,RS,IRAÍ,Rural Adjacente
431053,RS,ITAARA,Urbano
431055,RS,ITACURUBI,Rural Adjacente
431057,RS,ITAPUCA,Rural Adjacente
431060,RS,ITAQUI,Urbano
431065,RS,ITATI,Rural Adjacente
431070,RS,ITATIBA DO SUL,Rural Adjacente
431075,RS,IVORÁ,Rural Adjacente
431080,RS,IVOTI,Urbano
431085,RS,JABOTICABA,Rural Adjacente
431087,RS,JACUIZINHO,Rural Adjacente
431090,RS,JACUTINGA,Rural Adjacente
431100,RS,JAGUARÃO,Urbano
431110,RS,JAGUARI,Rural Adjacente
431112,RS,JAQUIRANA,Rural Adjacente
431113,RS,JARI,Rural Adjacente
431115,RS,JÓIA,Rural Adjacente
431120,RS,JÚLIO DE CASTILHOS,Urbano
431123,RS,LAGOA BONITA DO SUL,Rural Adjacente
431125,RS,LAGOÃO,Rural Adjacente
431127,RS,LAGOA DOS TRÊS CANTOS,Rural Adjacente
431130,RS,LAGOA VERMELHA,Urbano
431140,RS,LAJEADO,Urbano
431142,RS,LAJEADO DO BUGRE,Rural Adjacente
431175,RS,MANOEL VIANA,Intermediário Adjacente
431160,RS,LIBERATO SALZANO,Rural Adjacente
431162,RS,LINDOLFO COLLOR,Urbano
431164,RS,LINHA NOVA,Rural Adjacente
431170,RS,MACHADINHO,Rural Adjacente
431171,RS,MAÇAMBARÁ,Rural Remoto
431173,RS,MAMPITUBA,Rural Adjacente
431270,RS,NONOAI,Intermediário Adjacente
431177,RS,MAQUINÉ,Rural Adjacente
431179,RS,MARATÁ,Rural Adjacente
431180,RS,MARAU,Urbano
431190,RS,MARCELINO RAMOS,Rural Adjacente
431198,RS,MARIANA PIMENTEL,Rural Adjacente
431200,RS,MARIANO MORO,Rural Adjacente
431210,RS,MATA,Rural Adjacente
431213,RS,MATO CASTELHANO,Rural Adjacente
431215,RS,MATO LEITÃO,Rural Adjacente
431217,RS,MATO QUEIMADO,Rural Adjacente
431220,RS,MAXIMILIANO DE ALMEIDA,Rural Adjacente
431225,RS,MINAS DO LEÃO,Rural Adjacente
431230,RS,MIRAGUAÍ,Rural Adjacente
